,Station ID,AQI index,Location,Station name,Url,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Data Time Tz,Status,Alert level,Month
0,8767,102.0,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,6.534302325581396,9.526453488372093,83.0,9.919767441860465,8.386918604651163,1009.0,37.51453488372093,102.0,5.617151162790697,27.0,3.6,2021-01-21 19:00:00,+07:00,Unhealthy for Sensitive Group,3,1
1,8688,221.0,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,pm25,6.534302325581396,9.526453488372093,77.0,9.919767441860465,8.386918604651163,1015.0,37.51453488372093,65.59593023255815,5.617151162790697,18.0,1.5,2021-01-21 20:00:00,+07:00,Very Unhealthy,5,1
2,8641,281.0,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.3,9.526453488372093,77.0,8.7,0.9,1015.0,37.51453488372093,281.0,2.1,18.0,1.5,2021-01-21 20:00:00,+07:00,Very Unhealthy,5,1
3,13012,36.0,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,3.0,9.526453488372093,60.2,6.0,9.0,923.7,29.0,36.0,1.0,24.3,1.0,2021-01-21 20:00:00,+07:00,Good,1,1
4,12488,68.0,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,2.0,9.526453488372093,88.0,9.919767441860465,8.386918604651163,1015.0,52.0,68.0,5.617151162790697,21.0,1.0,2021-01-21 19:00:00,+07:00,Moderate,2,1
5,13251,217.0,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.0,9.526453488372093,77.0,65.0,1.0,1015.0,194.0,217.0,2.0,18.0,1.5,2021-01-21 19:00:00,+07:00,Very Unhealthy,5,1
6,12976,195.0,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,8.0,9.526453488372093,77.0,17.0,23.0,1015.0,119.0,195.0,3.0,18.0,1.5,2021-01-21 20:00:00,+07:00,Unhealthy,4,1
7,13250,168.0,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,37.0,9.526453488372093,70.3,2.0,1.0,1003.2,65.0,168.0,17.0,18.5,1.0,2021-01-21 20:00:00,+07:00,Unhealthy,4,1
8,5507,48.0,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,6.534302325581396,9.526453488372093,95.7,11.0,39.0,1001.0,25.0,48.0,5.617151162790697,17.0,2.0,2021-01-21 19:00:00,+07:00,Good,1,1
9,11778,18.0,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5.0,9.526453488372093,97.5,5.0,8.386918604651163,1002.0,12.0,18.0,3.0,15.4,1.0,2021-01-21 05:00:00,+07:00,Good,1,1
10,12958,251.0,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,7.0,9.526453488372093,77.0,52.0,2.0,1015.0,155.0,251.0,6.0,18.0,1.5,2021-01-21 20:00:00,+07:00,Very Unhealthy,5,1
11,12957,315.0,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,7.0,9.526453488372093,77.0,48.0,8.386918604651163,1015.0,205.0,315.0,12.0,18.0,1.5,2021-01-21 20:00:00,+07:00,Hazardous,6,1
12,13015,224.0,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,61.0,9.526453488372093,79.5,80.0,8.386918604651163,1015.5,185.0,224.0,5.617151162790697,18.0,1.2,2021-01-21 19:00:00,+07:00,Very Unhealthy,5,1
13,13018,177.0,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,20.0,9.526453488372093,79.5,42.0,8.386918604651163,1015.5,112.0,177.0,5.617151162790697,18.0,1.2,2021-01-21 19:00:00,+07:00,Unhealthy,4,1
14,13019,179.0,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,14.0,9.526453488372093,79.5,47.0,8.386918604651163,1015.5,122.0,179.0,5.617151162790697,18.0,1.2,2021-01-21 19:00:00,+07:00,Unhealthy,4,1
15,13026,214.0,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,19.0,9.526453488372093,77.0,36.0,1.0,1015.0,149.0,214.0,1.0,18.0,1.2,2021-01-21 19:00:00,+07:00,Very Unhealthy,5,1
16,1584,69.55232558139535,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,3.0,9.526453488372093,88.0,1.0,35.0,1014.0,37.51453488372093,65.59593023255815,5.0,21.0,4.6,2021-01-21 19:00:00,+07:00,Moderate,2,1
17,1585,69.55232558139535,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,pm25,7.0,9.526453488372093,83.0,13.0,13.0,1013.0,37.51453488372093,65.59593023255815,3.0,23.0,5.1,2021-01-21 20:00:00,+07:00,Moderate,2,1
18,13017,213.0,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,31.0,9.526453488372093,79.5,34.0,8.386918604651163,1015.5,175.0,213.0,5.617151162790697,18.0,1.2,2021-01-21 19:00:00,+07:00,Very Unhealthy,5,1
19,13020,166.0,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,13.0,9.526453488372093,79.5,33.0,8.386918604651163,1015.5,105.0,166.0,5.617151162790697,18.0,1.2,2021-01-21 19:00:00,+07:00,Unhealthy,4,1
20,13013,221.0,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,38.0,9.526453488372093,79.5,31.0,8.386918604651163,1015.5,177.0,221.0,5.617151162790697,18.0,1.2,2021-01-21 19:00:00,+07:00,Very Unhealthy,5,1
21,13014,191.0,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,17.0,9.526453488372093,82.0,9.919767441860465,8.386918604651163,1016.0,130.0,191.0,5.617151162790697,18.0,1.0,2021-01-21 20:00:00,+07:00,Unhealthy,4,1
22,13252,213.0,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,6.534302325581396,9.526453488372093,77.8,9.919767441860465,1.0,986.3,204.0,213.0,2.0,17.2,2.0,2021-01-21 21:00:00,+07:00,Very Unhealthy,5,1
23,8767,122.0,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,6.534302325581396,9.526453488372093,56.5,9.919767441860465,8.386918604651163,1008.5,37.51453488372093,122.0,5.617151162790697,30.5,2.5,2021-01-22 13:00:00,+07:00,Unhealthy for Sensitive Group,3,1
24,8688,192.0,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,pm25,6.534302325581396,9.526453488372093,53.0,9.919767441860465,8.386918604651163,1015.0,37.51453488372093,65.59593023255815,5.617151162790697,22.0,2.0,2021-01-22 13:00:00,+07:00,Unhealthy,4,1
25,8641,189.0,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.1,9.526453488372093,51.0,8.7,4.9,1014.5,37.51453488372093,189.0,3.1,22.5,2.3,2021-01-22 13:00:00,+07:00,Unhealthy,4,1
26,13012,18.0,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm10,4.0,9.526453488372093,64.3,13.0,20.0,926.2,18.0,17.0,1.0,23.0,2.0,2021-01-22 13:00:00,+07:00,Good,1,1
27,12488,69.55232558139535,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,2.0,9.526453488372093,93.0,9.919767441860465,8.386918604651163,1015.5,52.0,68.0,5.617151162790697,20.0,3.3,2021-01-22 13:00:00,+07:00,Moderate,2,1
28,13251,189.0,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.0,9.526453488372093,58.0,42.0,1.0,1016.0,156.0,189.0,2.0,22.0,2.0,2021-01-22 12:00:00,+07:00,Unhealthy,4,1
29,12976,164.0,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.0,9.526453488372093,53.0,14.0,23.0,1015.0,88.0,164.0,17.0,22.0,2.0,2021-01-22 13:00:00,+07:00,Unhealthy,4,1
31,5507,49.0,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,6.534302325581396,9.526453488372093,86.2,14.0,38.0,1001.3,26.0,49.0,5.617151162790697,21.3,1.0,2021-01-22 13:00:00,+07:00,Good,1,1
34,12957,252.0,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,2.0,9.526453488372093,53.0,15.0,8.386918604651163,1015.0,157.0,252.0,15.0,22.0,2.0,2021-01-22 13:00:00,+07:00,Very Unhealthy,5,1
35,13015,191.0,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,48.0,9.526453488372093,58.0,47.0,8.386918604651163,1016.0,157.0,191.0,5.617151162790697,22.0,2.0,2021-01-22 12:00:00,+07:00,Unhealthy,4,1
36,13018,161.0,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,9.0,9.526453488372093,53.0,31.0,8.386918604651163,1015.0,90.0,161.0,5.617151162790697,22.0,2.0,2021-01-22 12:00:00,+07:00,Unhealthy,4,1
37,13019,164.0,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,7.0,9.526453488372093,58.0,30.0,8.386918604651163,1016.0,114.0,164.0,5.617151162790697,22.0,2.0,2021-01-22 12:00:00,+07:00,Unhealthy,4,1
38,13026,183.0,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,9.0,9.526453488372093,58.0,20.0,2.0,1016.0,126.0,183.0,1.0,22.0,2.0,2021-01-22 12:00:00,+07:00,Unhealthy,4,1
39,1584,69.55232558139535,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,2.0,9.526453488372093,78.0,1.0,33.0,1012.5,37.51453488372093,65.59593023255815,6.0,22.5,7.9,2021-01-22 13:00:00,+07:00,Moderate,2,1
40,1585,69.55232558139535,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,pm25,2.0,9.526453488372093,65.0,4.0,24.0,1011.0,37.51453488372093,65.59593023255815,3.0,27.0,6.6,2021-01-22 13:00:00,+07:00,Moderate,2,1
41,13017,186.0,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,14.0,9.526453488372093,58.0,25.0,8.386918604651163,1016.0,151.0,186.0,5.617151162790697,22.0,2.0,2021-01-22 12:00:00,+07:00,Unhealthy,4,1
42,13020,158.0,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,7.0,9.526453488372093,53.0,20.0,8.386918604651163,1015.0,94.0,158.0,5.617151162790697,22.0,2.0,2021-01-22 12:00:00,+07:00,Unhealthy,4,1
43,13013,188.0,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,17.0,9.526453488372093,53.0,37.0,8.386918604651163,1015.0,152.0,188.0,5.617151162790697,22.0,2.0,2021-01-22 12:00:00,+07:00,Unhealthy,4,1
44,13014,159.0,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,9.0,9.526453488372093,58.0,9.919767441860465,8.386918604651163,1016.0,95.0,159.0,5.617151162790697,22.0,2.0,2021-01-22 12:00:00,+07:00,Unhealthy,4,1
45,13252,212.0,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,6.534302325581396,9.526453488372093,83.6,9.919767441860465,1.0,989.4,212.0,208.0,2.0,17.1,1.0,2021-01-22 13:00:00,+07:00,Very Unhealthy,5,1
46,8767,114.0,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,6.534302325581396,9.526453488372093,49.0,9.919767441860465,8.386918604651163,1007.0,37.51453488372093,114.0,5.617151162790697,32.0,1.5,2021-01-23 15:00:00,+07:00,Unhealthy for Sensitive Group,3,1
47,8688,180.0,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,pm25,6.534302325581396,9.526453488372093,49.0,9.919767441860465,8.386918604651163,1013.0,37.51453488372093,65.59593023255815,5.617151162790697,23.0,3.0,2021-01-23 14:00:00,+07:00,Unhealthy,4,1
48,8641,189.0,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.2,9.526453488372093,49.0,8.7,3.7,1013.0,37.51453488372093,189.0,4.6,23.0,3.0,2021-01-23 13:00:00,+07:00,Unhealthy,4,1
49,13012,26.0,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,4.0,9.526453488372093,62.1,12.0,20.0,924.2,25.0,26.0,1.0,25.8,2.0,2021-01-23 15:00:00,+07:00,Good,1,1
50,12488,69.55232558139535,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,2.0,9.526453488372093,70.5,9.919767441860465,8.386918604651163,1013.5,52.0,68.0,5.617151162790697,22.5,4.1,2021-01-23 15:00:00,+07:00,Moderate,2,1
51,13251,169.0,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,11.0,9.526453488372093,49.0,28.0,2.0,1013.5,123.0,169.0,2.0,23.0,3.3,2021-01-23 13:00:00,+07:00,Unhealthy,4,1
52,12976,176.0,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,9.0,9.526453488372093,68.0,16.0,24.0,1017.0,102.0,176.0,4.0,19.0,0.5,2021-01-23 11:00:00,+07:00,Unhealthy,4,1
54,5507,65.0,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,6.534302325581396,9.526453488372093,81.3,9.0,61.0,1000.4,34.0,65.0,5.617151162790697,23.7,2.0,2021-01-23 15:00:00,+07:00,Moderate,2,1
55,11778,51.0,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,7.0,9.526453488372093,81.3,8.0,8.386918604651163,1000.4,29.0,51.0,14.0,23.7,2.0,2021-01-23 14:00:00,+07:00,Moderate,2,1
56,12958,226.0,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,6.0,9.526453488372093,49.0,20.0,41.0,1012.0,136.0,226.0,6.0,23.0,3.0,2021-01-23 15:00:00,+07:00,Very Unhealthy,5,1
57,12957,214.0,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,1.0,9.526453488372093,49.0,13.0,8.386918604651163,1012.0,128.0,214.0,16.0,23.0,3.0,2021-01-23 15:00:00,+07:00,Very Unhealthy,5,1
58,13015,170.0,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,40.0,9.526453488372093,49.0,37.0,8.386918604651163,1013.0,130.0,170.0,5.617151162790697,23.0,3.0,2021-01-23 13:00:00,+07:00,Unhealthy,4,1
59,13018,149.0,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,7.0,9.526453488372093,49.0,33.0,8.386918604651163,1013.5,81.0,149.0,5.617151162790697,23.0,3.3,2021-01-23 13:00:00,+07:00,Unhealthy for Sensitive Group,3,1
60,13019,157.0,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,9.0,9.526453488372093,49.0,35.0,8.386918604651163,1013.0,92.0,157.0,5.617151162790697,23.0,3.0,2021-01-23 13:00:00,+07:00,Unhealthy,4,1
61,13026,160.0,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,10.0,9.526453488372093,49.0,23.0,4.0,1013.5,106.0,160.0,1.0,23.0,3.3,2021-01-23 13:00:00,+07:00,Unhealthy,4,1
62,1584,69.55232558139535,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,3.0,9.526453488372093,68.5,1.0,45.0,1012.0,37.51453488372093,65.59593023255815,6.0,23.5,5.4,2021-01-23 15:00:00,+07:00,Moderate,2,1
63,1585,69.55232558139535,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,pm25,2.0,9.526453488372093,69.0,2.0,32.0,1011.0,37.51453488372093,65.59593023255815,3.0,26.0,9.2,2021-01-23 15:00:00,+07:00,Moderate,2,1
64,13017,167.0,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,13.0,9.526453488372093,49.0,20.0,8.386918604651163,1013.0,123.0,167.0,5.617151162790697,23.0,3.0,2021-01-23 13:00:00,+07:00,Unhealthy,4,1
65,13020,151.0,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,12.0,9.526453488372093,49.0,23.0,8.386918604651163,1013.0,83.0,151.0,5.617151162790697,23.0,3.0,2021-01-23 13:00:00,+07:00,Unhealthy,4,1
66,13013,168.0,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,11.0,9.526453488372093,49.0,31.0,8.386918604651163,1013.5,121.0,168.0,5.617151162790697,23.0,3.3,2021-01-23 13:00:00,+07:00,Unhealthy,4,1
67,13014,155.0,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,11.0,9.526453488372093,49.0,9.919767441860465,8.386918604651163,1013.0,89.0,155.0,5.617151162790697,23.0,3.0,2021-01-23 13:00:00,+07:00,Unhealthy,4,1
68,13252,340.0,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,6.534302325581396,9.526453488372093,68.9,9.919767441860465,1.0,985.9,340.0,194.0,2.0,18.0,1.0,2021-01-23 15:00:00,+07:00,Hazardous,6,1
69,8767,80.0,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,6.534302325581396,9.526453488372093,74.0,9.919767441860465,8.386918604651163,1009.0,37.51453488372093,80.0,5.617151162790697,27.0,4.1,2021-01-25 19:00:00,+07:00,Moderate,2,1
70,8688,161.0,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,pm25,6.534302325581396,9.526453488372093,77.0,9.919767441860465,8.386918604651163,1015.0,37.51453488372093,65.59593023255815,5.617151162790697,21.0,3.0,2021-01-25 19:00:00,+07:00,Unhealthy,4,1
71,8641,139.0,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.2,9.526453488372093,77.0,12.8,0.9,1015.0,37.51453488372093,139.0,1.6,21.0,3.0,2021-01-25 19:00:00,+07:00,Unhealthy for Sensitive Group,3,1
72,13012,70.0,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,6.0,9.526453488372093,43.4,17.0,22.0,923.4,53.0,70.0,2.0,29.0,2.0,2021-01-25 19:00:00,+07:00,Moderate,2,1
73,12488,29.0,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,1.0,9.526453488372093,88.0,9.919767441860465,8.386918604651163,1014.5,24.0,29.0,5.617151162790697,22.0,2.8,2021-01-25 15:00:00,+07:00,Good,1,1
74,13251,147.0,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,23.0,9.526453488372093,77.0,23.0,1.0,1015.0,95.0,147.0,2.0,21.0,3.8,2021-01-25 18:00:00,+07:00,Unhealthy for Sensitive Group,3,1
77,5507,32.0,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,6.534302325581396,9.526453488372093,95.7,18.0,16.0,1002.0,17.0,32.0,5.617151162790697,19.8,1.0,2021-01-25 19:00:00,+07:00,Good,1,1
78,11778,11.0,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5.0,9.526453488372093,95.7,29.0,8.386918604651163,1002.0,7.0,11.0,7.0,19.8,1.0,2021-01-25 18:00:00,+07:00,Good,1,1
79,12958,137.0,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,5.0,9.526453488372093,77.0,46.0,3.0,1015.0,91.0,137.0,3.0,21.0,3.0,2021-01-25 19:00:00,+07:00,Unhealthy for Sensitive Group,3,1
80,12957,116.0,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.0,9.526453488372093,77.0,17.0,8.386918604651163,1015.0,66.0,116.0,5.0,21.0,3.8,2021-01-25 19:00:00,+07:00,Unhealthy for Sensitive Group,3,1
81,13015,150.0,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,51.0,9.526453488372093,77.0,48.0,8.386918604651163,1015.0,102.0,150.0,5.617151162790697,21.0,3.8,2021-01-25 18:00:00,+07:00,Unhealthy for Sensitive Group,3,1
82,13018,106.0,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,5.0,9.526453488372093,77.0,11.0,8.386918604651163,1015.0,66.0,106.0,5.617151162790697,21.0,3.8,2021-01-25 18:00:00,+07:00,Unhealthy for Sensitive Group,3,1
83,13019,132.0,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.0,9.526453488372093,77.0,26.0,8.386918604651163,1015.0,77.0,132.0,5.617151162790697,21.0,3.8,2021-01-25 18:00:00,+07:00,Unhealthy for Sensitive Group,3,1
84,13026,145.0,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.0,9.526453488372093,77.0,15.0,2.0,1015.0,84.0,145.0,1.0,21.0,3.8,2021-01-25 18:00:00,+07:00,Unhealthy for Sensitive Group,3,1
